,DELIVERY_START,load_forecast,coal_power_available,gas_power_available,nucelear_power_available,wind_power_forecasts_average,solar_power_forecasts_average,wind_power_forecasts_std,solar_power_forecasts_std,predicted_spot_price,year,month,day,seconds
9342,2023-02-04 08:00:00+01:00,56998.0,3386.0,11945.0,45755.0,2313.0,527.0,36.7171221478962,6.834170202222146,144.04,2023,02,04,28800
9299,2023-02-02 13:00:00+01:00,67245.0,2806.0,11945.0,45670.0,5692.0,5319.0,51.33756667036327,68.40605886095877,152.75,2023,02,02,46800
8715,2023-01-09 05:00:00+01:00,48671.0,3386.0,11945.0,46265.0,14055.0,0.0,42.43056611897199,0.0,53.42,2023,01,09,18000
8631,2023-01-05 17:00:00+01:00,57246.0,2806.0,11945.0,43918.0,3579.0,159.0,187.59650003504024,10.51936988878816,139.61,2023,01,05,61200
8723,2023-01-09 13:00:00+01:00,62313.0,3386.0,11945.0,46265.0,13916.0,4020.0,45.87739415134232,13.652072552082275,142.59,2023,01,09,46800
8742,2023-01-10 08:00:00+01:00,68131.0,3386.0,11945.0,46265.0,7013.0,197.0,156.1588766969137,1.8194662723831565,169.08,2023,01,10,28800
9457,2023-02-09 03:00:00+01:00,64156.0,3386.0,11945.0,46170.0,1696.0,0.0,29.262447773096568,0.0,143.57,2023,02,09,10800
8758,2023-01-11 00:00:00+01:00,55302.0,3386.0,11945.0,46265.0,13439.0,0.0,142.0613533110794,0.0,111.75,2023,01,11,0
9675,2023-02-18 05:00:00+01:00,45659.0,2226.0,11945.0,42275.0,5673.0,0.0,95.08262660629916,0.0,94.19,2023,02,18,18000
9191,2023-01-29 01:00:00+01:00,66612.0,3386.0,11945.0,44845.0,2453.0,0.0,35.32704346531147,0.0,142.91,2023,01,29,3600
8971,2023-01-19 21:00:00+01:00,69409.0,2806.0,11480.0,44445.0,1835.0,0.0,207.7816676912846,0.0,181.97,2023,01,19,75600
9848,2023-02-26 10:00:00+01:00,58532.0,3386.0,11742.0,39180.0,11325.0,7106.0,242.09823534168024,38.90985895866233,119.19,2023,02,26,36000
10571,2023-03-28 14:00:00+02:00,52256.0,3386.0,11952.0,36990.0,4170.0,9657.0,115.03094212888485,61.5159525513555,94.55,2023,03,28,50400
8954,2023-01-19 04:00:00+01:00,62492.0,2806.0,11480.0,44445.0,3434.0,0.0,70.69665013187853,0.0,116.13,2023,01,19,14400
8819,2023-01-13 13:00:00+01:00,59774.0,3386.0,11945.0,46265.0,13223.0,4521.0,69.76920402344672,29.549559566738488,133.77,2023,01,13,46800
8605,2023-01-04 15:00:00+01:00,57611.0,2806.0,11945.0,42748.0,12965.0,1756.0,94.8780796601622,28.264552369265022,124.62,2023,01,04,54000
10259,2023-03-15 13:00:00+01:00,57628.0,3386.0,11945.0,38315.0,2079.0,8195.0,27.71752943370864,43.829885050377406,113.26,2023,03,15,46800
9402,2023-02-06 20:00:00+01:00,68172.0,3386.0,11945.0,46152.0,5701.0,0.0,202.5995875048684,0.0,214.6,2023,02,06,72000
8709,2023-01-08 23:00:00+01:00,51734.0,3386.0,11945.0,45350.0,13002.0,0.0,128.1223745375598,0.0,106.4,2023,01,08,82800
10076,2023-03-07 22:00:00+01:00,59399.0,3386.0,11945.0,38315.0,6344.0,0.0,449.8500305657441,0.0,153.36,2023,03,07,79200
9695,2023-02-19 01:00:00+01:00,47941.0,3386.0,11945.0,42165.0,6946.0,0.0,117.92847062099324,0.0,117.47,2023,02,19,3600
10434,2023-03-22 20:00:00+01:00,51863.0,3386.0,11945.0,38145.0,10919.0,0.0,423.94454844794217,0.0,126.11,2023,03,22,72000
8661,2023-01-06 23:00:00+01:00,54175.0,2806.0,11945.0,44440.0,6624.0,0.0,148.71225811709473,0.0,122.81,2023,01,06,82800
9493,2023-02-10 15:00:00+01:00,64716.0,3386.0,11945.0,46655.0,1207.0,5633.0,44.81888597101173,105.46620612746374,143.78,2023,02,10,54000
9713,2023-02-19 19:00:00+01:00,54721.0,3386.0,11945.0,42165.0,1897.0,0.0,73.31322235060043,0.0,154.04,2023,02,19,68400
9988,2023-03-04 06:00:00+01:00,57865.0,3386.0,11945.0,38081.0,3182.0,0.0,64.02624053561303,0.0,136.08,2023,03,04,21600
9266,2023-02-01 04:00:00+01:00,56269.0,2806.0,11945.0,46139.0,5966.0,0.0,108.9381907861734,0.0,117.38,2023,02,01,14400
9128,2023-01-26 10:00:00+01:00,77992.0,3126.0,11945.0,45930.0,5054.0,2560.0,60.28681447878952,22.04310987157796,204.16,2023,01,26,36000
10058,2023-03-07 04:00:00+01:00,56378.0,3386.0,11945.0,38315.0,5530.0,0.0,85.58879118477259,0.0,123.5,2023,03,07,14400
8957,2023-01-19 07:00:00+01:00,75505.0,2806.0,11480.0,44445.0,3270.0,0.0,96.29217520928654,0.0,151.24,2023,01,19,25200
10599,2023-03-29 18:00:00+02:00,48440.0,3386.0,11952.0,36990.0,6879.0,2235.0,246.83887167832424,20.989547663327738,92.35,2023,03,29,64800
9162,2023-01-27 20:00:00+01:00,72628.0,3386.0,11945.0,44655.0,6839.0,0.0,363.76977173123714,0.0,199.06,2023,01,27,72000
8837,2023-01-14 07:00:00+01:00,51895.0,3386.0,11945.0,46265.0,13340.0,0.0,49.883688245168216,0.0,103.25,2023,01,14,25200
9971,2023-03-03 13:00:00+01:00,64385.0,3226.0,11945.0,39615.0,3064.0,7272.0,120.54386558183602,25.784172071481475,145.25,2023,03,03,46800
10572,2023-03-28 15:00:00+02:00,53131.0,3386.0,11952.0,36990.0,4883.0,8681.0,423.3507570467586,142.10414245048295,87.01,2023,03,28,54000
9821,2023-02-25 07:00:00+01:00,52992.0,3386.0,11945.0,39725.0,3304.0,201.0,20.907514988791547,10.924727603131084,120.25,2023,02,25,25200
9791,2023-02-23 01:00:00+01:00,52445.0,3386.0,11945.0,43145.0,1465.0,0.0,52.040488259629605,0.0,138.56,2023,02,23,3600
10038,2023-03-06 08:00:00+01:00,70258.0,3386.0,11945.0,38315.0,1675.0,1896.0,13.796845334222969,30.77522346117039,189.75,2023,03,06,28800
9547,2023-02-12 21:00:00+01:00,58686.0,3386.0,11945.0,44480.0,3122.0,0.0,62.10521027141898,0.0,178.66,2023,02,12,75600
8682,2023-01-07 20:00:00+01:00,53206.0,3386.0,11945.0,44440.0,12939.0,0.0,139.5644557241824,0.0,147.01,2023,01,07,72000
9909,2023-02-28 23:00:00+01:00,67548.0,3386.0,11950.0,39615.0,6463.0,0.0,114.4566009108407,0.0,162.49,2023,02,28,82800
9096,2023-01-25 02:00:00+01:00,66243.0,3256.0,11945.0,43525.0,2187.0,0.0,39.12294180098678,0.0,156.39,2023,01,25,7200
10028,2023-03-05 22:00:00+01:00,58638.0,3386.0,11945.0,38315.0,1207.0,0.0,19.71275874003586,0.0,165.31,2023,03,05,79200
9007,2023-01-21 09:00:00+01:00,69363.0,2226.0,11945.0,43630.0,6037.0,1614.0,180.30425447838596,2.382534488362056,154.64,2023,01,21,32400
9605,2023-02-15 07:00:00+01:00,69422.0,3386.0,11945.0,45090.0,3588.0,151.0,57.4384581146485,3.0678599553894776,152.98,2023,02,15,25200
8814,2023-01-13 08:00:00+01:00,63214.0,3386.0,11945.0,46265.0,12705.0,171.0,105.82494177013989,4.824027552788795,134.02,2023,01,13,28800
10136,2023-03-10 10:00:00+01:00,58842.0,3386.0,11945.0,38125.0,14163.0,4144.0,52.73896749852476,119.299658409955,135.62,2023,03,10,36000
8784,2023-01-12 02:00:00+01:00,52571.0,3386.0,11945.0,46265.0,14019.0,0.0,42.88684000659911,0.0,90.94,2023,01,12,7200
9618,2023-02-15 20:00:00+01:00,62456.0,3386.0,11945.0,45090.0,3537.0,0.0,114.4342606040692,0.0,186.79,2023,02,15,72000
8874,2023-01-15 20:00:00+01:00,57710.0,3386.0,11945.0,46265.0,12165.0,0.0,163.11531610859382,0.0,148.89,2023,01,15,72000
9755,2023-02-21 13:00:00+01:00,58005.0,3386.0,11945.0,43055.0,905.0,6337.0,5.248404675135746,56.41188397487496,129.24,2023,02,21,46800
9634,2023-02-16 12:00:00+01:00,64549.0,3386.0,11945.0,44674.0,3827.0,6657.0,149.69778924411398,158.9054472838196,146.23,2023,02,16,43200
10059,2023-03-07 05:00:00+01:00,58734.0,3386.0,11945.0,38315.0,5463.0,0.0,72.84516662520286,0.0,118.25,2023,03,07,18000
10064,2023-03-07 10:00:00+01:00,67899.0,3386.0,11945.0,38315.0,6042.0,4448.0,171.54771245067334,116.11748895765037,168.28,2023,03,07,36000
10160,2023-03-11 10:00:00+01:00,55785.0,3386.0,11945.0,38315.0,3384.0,2870.0,80.2966110843664,106.31387353437168,131.26,2023,03,11,36000
9530,2023-02-12 04:00:00+01:00,54633.0,3386.0,11945.0,44480.0,2784.0,0.0,43.66748988896239,0.0,131.48,2023,02,12,14400
8750,2023-01-10 16:00:00+01:00,60789.0,3386.0,11945.0,46265.0,12704.0,762.0,178.67488431705766,10.49081230683032,156.42,2023,01,10,57600
10085,2023-03-08 07:00:00+01:00,63651.0,3386.0,11945.0,38315.0,9930.0,157.0,236.9182658764016,4.488547518243436,134.76,2023,03,08,25200
8821,2023-01-13 15:00:00+01:00,58033.0,3386.0,11945.0,46265.0,12395.0,2730.0,108.03765877825128,40.86309896646178,123.68,2023,01,13,54000
9253,2023-01-31 15:00:00+01:00,67786.0,2806.0,11945.0,45240.0,5446.0,2997.0,210.61086323902128,116.329372971202,152.7,2023,01,31,54000
9784,2023-02-22 18:00:00+01:00,59910.0,3386.0,11945.0,43510.0,1792.0,83.0,166.017007638967,5.793469229596867,169.43,2023,02,22,64800
8863,2023-01-15 09:00:00+01:00,51403.0,3386.0,11945.0,46265.0,13220.0,852.0,94.17318214488738,6.59074415348769,102.94,2023,01,15,32400
9669,2023-02-17 23:00:00+01:00,53520.0,2806.0,11945.0,42235.0,4665.0,0.0,160.92852352065935,0.0,136.17,2023,02,17,82800
10262,2023-03-15 16:00:00+01:00,52459.0,3386.0,11945.0,38315.0,1662.0,4631.0,93.18469456722664,54.75048742263318,118.71,2023,03,15,57600
8941,2023-01-18 15:00:00+01:00,70189.0,2806.0,11945.0,45940.0,3928.0,2920.0,82.3951522306445,58.68468338069196,161.53,2023,01,18,54000
9936,2023-03-02 02:00:00+01:00,64722.0,3386.0,11945.0,39615.0,4390.0,0.0,20.649027893369944,0.0,136.67,2023,03,02,7200
9959,2023-03-03 01:00:00+01:00,62115.0,3226.0,11945.0,39615.0,3628.0,0.0,84.80506289609393,0.0,149.42,2023,03,03,3600
8848,2023-01-14 18:00:00+01:00,54918.0,3386.0,11945.0,46265.0,13082.0,0.0,207.4902101343269,0.0,146.28,2023,01,14,64800
10481,2023-03-24 19:00:00+01:00,51862.0,3386.0,11945.0,38835.0,13022.0,76.0,69.88132797822377,1.6523191974188107,112.77,2023,03,24,68400
9225,2023-01-30 11:00:00+01:00,75937.0,2806.0,11945.0,43950.0,6046.0,4355.0,22.647916119925004,32.42003737705165,169.02,2023,01,30,39600
9545,2023-02-12 19:00:00+01:00,61792.0,3386.0,11945.0,44480.0,2666.0,0.0,58.91707247115576,0.0,179.27,2023,02,12,68400
8835,2023-01-14 05:00:00+01:00,47742.0,3386.0,11945.0,46265.0,11430.0,0.0,124.75900952442768,0.0,72.78,2023,01,14,18000
10429,2023-03-22 15:00:00+01:00,49536.0,3386.0,11945.0,38145.0,10293.0,5100.0,233.1955426484633,173.18505562566156,78.67,2023,03,22,54000
8790,2023-01-12 08:00:00+01:00,63862.0,3386.0,11945.0,46265.0,14575.0,165.0,51.514576907773446,8.01142974355688,156.68,2023,01,12,28800
8596,2023-01-04 06:00:00+01:00,53844.0,2806.0,11945.0,42748.0,12720.0,0.0,36.56943436001915,0.0,82.63,2023,01,04,21600
8620,2023-01-05 06:00:00+01:00,51790.0,2806.0,11945.0,42683.0,7994.0,0.0,210.11758301677284,0.0,81.15,2023,01,05,21600
9222,2023-01-30 08:00:00+01:00,76366.0,2806.0,11945.0,44430.0,6552.0,430.0,44.80152308335248,4.287464628562722,159.61,2023,01,30,28800
8654,2023-01-06 16:00:00+01:00,53553.0,2806.0,11945.0,44440.0,5086.0,964.0,87.7784910559724,35.6753438488007,124.87,2023,01,06,57600
10274,2023-03-16 04:00:00+01:00,48572.0,3386.0,11945.0,38315.0,5570.0,0.0,49.18060619943373,0.0,100.45,2023,03,16,14400
9816,2023-02-25 02:00:00+01:00,53565.0,3386.0,11945.0,40160.0,3231.0,0.0,68.31743000018407,0.0,133.07,2023,02,25,7200
9914,2023-03-01 04:00:00+01:00,62348.0,3386.0,11950.0,39615.0,6255.0,0.0,110.0531808462582,0.0,131.65,2023,03,01,14400
8909,2023-01-17 07:00:00+01:00,69117.0,3386.0,11945.0,46850.0,2331.0,0.0,187.1849946502716,0.0,158.84,2023,01,17,25200
9103,2023-01-25 09:00:00+01:00,78703.0,3156.0,11945.0,43525.0,2174.0,1351.0,34.25304719043358,46.93567423974942,233.88,2023,01,25,32400
9268,2023-02-01 06:00:00+01:00,63475.0,2806.0,11945.0,46139.0,5646.0,0.0,181.32299747071417,0.0,121.52,2023,02,01,21600
9768,2023-02-22 02:00:00+01:00,53176.0,3386.0,11945.0,42615.0,2567.0,0.0,102.31726896966998,0.0,132.77,2023,02,22,7200
10116,2023-03-09 14:00:00+01:00,53932.0,3386.0,11945.0,38315.0,12209.0,6173.0,674.485902021787,138.72242704301954,117.08,2023,03,09,50400
9670,2023-02-18 00:00:00+01:00,51133.0,2226.0,11945.0,42170.0,4698.0,0.0,30.010292352105036,0.0,131.45,2023,02,18,0
9262,2023-02-01 00:00:00+01:00,61148.0,2806.0,11945.0,46139.0,5358.0,0.0,45.98625114224554,0.0,152.99,2023,02,01,0
8589,2023-01-03 23:00:00+01:00,54678.0,3386.0,11945.0,42390.0,11696.0,0.0,255.2223058371364,0.0,117.23,2023,01,03,82800
9348,2023-02-04 14:00:00+01:00,54861.0,3386.0,11945.0,46135.0,2220.0,5098.0,24.42388469901678,24.90721343397844,127.4,2023,02,04,50400
9304,2023-02-02 18:00:00+01:00,69232.0,2806.0,11945.0,45670.0,5213.0,95.0,72.36762408614105,3.63012090401653,173.64,2023,02,02,64800
9937,2023-03-02 03:00:00+01:00,62548.0,3386.0,11945.0,39615.0,4229.0,0.0,27.75146466134118,0.0,134.58,2023,03,02,10800
9875,2023-02-27 13:00:00+01:00,68995.0,3386.0,11742.0,39615.0,11619.0,6558.0,34.29242756404495,63.416689211817214,134.54,2023,02,27,46800
9379,2023-02-05 21:00:00+01:00,58539.0,3386.0,11945.0,46830.0,7833.0,0.0,185.6685218339392,0.0,163.41,2023,02,05,75600
8640,2023-01-06 02:00:00+01:00,49673.0,2806.0,11945.0,43918.0,6208.0,0.0,104.76185255919252,0.0,98.33,2023,01,06,7200
8988,2023-01-20 14:00:00+01:00,72520.0,1646.0,11945.0,44370.0,3581.0,5053.0,147.99642285025195,51.19308572594347,173.42,2023,01,20,50400
9355,2023-02-04 21:00:00+01:00,55978.0,3386.0,11945.0,46135.0,3105.0,0.0,115.76404573836518,0.0,170.15,2023,02,04,75600
9877,2023-02-27 15:00:00+01:00,65059.0,3386.0,11742.0,39615.0,11944.0,4860.0,110.94204710174624,73.63920518095347,127.44,2023,02,27,54000
9361,2023-02-05 03:00:00+01:00,50427.0,3386.0,11945.0,46830.0,2691.0,0.0,36.22772022110014,0.0,126.93,2023,02,05,10800
10341,2023-03-18 23:00:00+01:00,48700.0,3386.0,11480.0,37115.0,3131.0,0.0,243.54695776157956,0.0,112.99,2023,03,18,82800
8939,2023-01-18 13:00:00+01:00,71865.0,2806.0,11945.0,45940.0,3622.0,4964.0,43.75048085636799,111.18517792785887,169.19,2023,01,18,46800
9277,2023-02-01 15:00:00+01:00,65261.0,3386.0,11945.0,46514.0,7881.0,3535.0,88.03575662447845,24.28991560298221,137.68,2023,02,01,54000
8958,2023-01-19 08:00:00+01:00,77954.0,2806.0,11480.0,44445.0,3095.0,336.0,82.64634475071216,5.636018619766339,186.25,2023,01,19,28800
8764,2023-01-11 06:00:00+01:00,55879.0,3386.0,11945.0,46265.0,9990.0,0.0,158.06494280450283,0.0,88.67,2023,01,11,21600
9689,2023-02-18 19:00:00+01:00,53188.0,2226.0,11945.0,42275.0,6321.0,0.0,57.56555269553876,0.0,137.36,2023,02,18,68400
9655,2023-02-17 09:00:00+01:00,63408.0,2806.0,11945.0,44655.0,6820.0,2304.0,123.91754848902372,22.93789569301227,164.01,2023,02,17,32400
8935,2023-01-18 09:00:00+01:00,76356.0,2806.0,11945.0,45940.0,3581.0,1437.0,100.54336039869278,19.497360303988057,206.66,2023,01,18,32400
8885,2023-01-16 07:00:00+01:00,64041.0,3386.0,11945.0,47760.0,13418.0,0.0,498.7560866665467,0.0,115.16,2023,01,16,25200
10425,2023-03-22 11:00:00+01:00,53391.0,3386.0,11945.0,38145.0,10127.0,7354.0,43.23533413363485,81.64669623772882,100.55,2023,03,22,39600
8910,2023-01-17 08:00:00+01:00,71660.0,3386.0,11945.0,46850.0,2522.0,138.0,292.8550244736754,2.4125218005043005,195.8,2023,01,17,28800
9284,2023-02-01 22:00:00+01:00,63509.0,3386.0,11945.0,46514.0,6744.0,0.0,396.9339025780914,0.0,147.83,2023,02,01,79200
9205,2023-01-29 15:00:00+01:00,64075.0,3386.0,11945.0,44845.0,1476.0,3328.0,54.83923835623593,125.56185789773134,135.99,2023,01,29,54000
9249,2023-01-31 11:00:00+01:00,74345.0,2806.0,11945.0,45240.0,4420.0,3954.0,56.213877290220935,43.66853760398424,176.97,2023,01,31,39600
9491,2023-02-10 13:00:00+01:00,68040.0,3386.0,11945.0,46655.0,1195.0,7789.0,56.03304930466568,16.8671277934329,153.44,2023,02,10,46800
10039,2023-03-06 09:00:00+01:00,69928.0,3386.0,11945.0,38315.0,1711.0,4256.0,15.58111811873798,38.02050530344655,197.08,2023,03,06,32400
8991,2023-01-20 17:00:00+01:00,71380.0,2226.0,11945.0,45280.0,3136.0,356.0,141.24199654246448,10.22178656766617,186.06,2023,01,20,61200
9207,2023-01-29 17:00:00+01:00,64088.0,3386.0,11945.0,44845.0,1820.0,531.0,70.68521769082984,37.46350605208069,141.39,2023,01,29,61200
9062,2023-01-23 16:00:00+01:00,73918.0,2806.0,11945.0,43630.0,6943.0,944.0,196.61149145314116,37.90023453460123,217.88,2023,01,23,57600
9076,2023-01-24 06:00:00+01:00,72023.0,2606.0,11945.0,43630.0,6053.0,0.0,117.67759489329023,0.0,155.97,2023,01,24,21600
9400,2023-02-06 18:00:00+01:00,69888.0,3386.0,11945.0,46152.0,4829.0,133.0,129.21001730294952,8.564436924394546,200.09,2023,02,06,64800
9105,2023-01-25 11:00:00+01:00,78351.0,3156.0,11945.0,43525.0,1889.0,3993.0,29.462117029658213,124.80218334356272,222.02,2023,01,25,39600
9312,2023-02-03 02:00:00+01:00,58478.0,3386.0,11945.0,46955.0,5565.0,0.0,191.24129268059207,0.0,128.46,2023,02,03,7200
8788,2023-01-12 06:00:00+01:00,56453.0,3386.0,11945.0,46265.0,14579.0,0.0,28.51653573731428,0.0,90.23,2023,01,12,21600
8571,2023-01-03 05:00:00+01:00,47372.0,3386.0,11945.0,42390.0,4495.0,0.0,49.1226622620602,0.0,97.82,2023,01,03,18000
9090,2023-01-24 20:00:00+01:00,73734.0,3256.0,11945.0,43630.0,3505.0,0.0,70.57655418054937,0.0,242.31,2023,01,24,72000
9397,2023-02-06 15:00:00+01:00,63517.0,3386.0,11945.0,46152.0,4045.0,4276.0,94.35856973555556,84.69701809361112,167.05,2023,02,06,54000
10078,2023-03-08 00:00:00+01:00,57285.0,3386.0,11945.0,38315.0,6653.0,0.0,311.7908424116469,0.0,139.98,2023,03,08,0
10126,2023-03-10 00:00:00+01:00,49413.0,3386.0,11945.0,37635.0,13557.0,0.0,30.37655829941349,0.0,106.71,2023,03,10,0
9010,2023-01-21 12:00:00+01:00,71238.0,2226.0,11945.0,43630.0,5680.0,5395.0,234.19273108727745,32.72523760754965,158.93,2023,01,21,43200
10590,2023-03-29 09:00:00+02:00,58998.0,3386.0,11952.0,36990.0,4929.0,2747.0,60.16839115447278,13.75366855398269,140.25,2023,03,29,32400
9715,2023-02-19 21:00:00+01:00,51441.0,3386.0,11945.0,42165.0,2021.0,0.0,135.36521733256322,0.0,151.18,2023,02,19,75600
8998,2023-01-21 00:00:00+01:00,66889.0,2226.0,11945.0,42940.0,4029.0,0.0,128.6394871221849,0.0,154.83,2023,01,21,0
10251,2023-03-15 05:00:00+01:00,51399.0,3386.0,11945.0,38315.0,3797.0,0.0,333.5007079785925,0.0,106.6,2023,03,15,18000
9285,2023-02-01 23:00:00+01:00,63457.0,3386.0,11945.0,46514.0,6550.0,0.0,467.27618952990485,0.0,144.26,2023,02,01,82800
10306,2023-03-17 12:00:00+01:00,52871.0,3086.0,11945.0,38315.0,6750.0,7054.0,174.84252485231391,48.86144877580503,93.27,2023,03,17,43200
8685,2023-01-07 23:00:00+01:00,51964.0,3386.0,11945.0,44440.0,11368.0,0.0,435.5979679504274,0.0,122.13,2023,01,07,82800
9190,2023-01-29 00:00:00+01:00,67309.0,3386.0,11945.0,44845.0,2736.0,0.0,15.867095067539974,0.0,144.21,2023,01,29,0
9901,2023-02-28 15:00:00+01:00,66084.0,3386.0,11747.0,39615.0,7082.0,4484.0,337.7866084633063,367.2140189511911,136.39,2023,02,28,54000
9333,2023-02-03 23:00:00+01:00,60165.0,3386.0,11945.0,46355.0,3015.0,0.0,234.918930629811,0.0,148.05,2023,02,03,82800
9153,2023-01-27 11:00:00+01:00,77739.0,3326.0,11945.0,44655.0,7658.0,3152.0,56.52719283151939,53.34240118991525,195.98,2023,01,27,39600
9527,2023-02-12 01:00:00+01:00,59532.0,3386.0,11945.0,44480.0,2661.0,0.0,57.47349488572178,0.0,150.72,2023,02,12,3600
8869,2023-01-15 15:00:00+01:00,51152.0,3386.0,11945.0,46265.0,14499.0,2224.0,168.10802224420175,37.32670009098765,97.01,2023,01,15,54000
9620,2023-02-15 22:00:00+01:00,59552.0,3386.0,11945.0,45090.0,4012.0,0.0,245.7769588306917,0.0,152.09,2023,02,15,79200
9484,2023-02-10 06:00:00+01:00,68936.0,3386.0,11742.0,46655.0,1043.0,0.0,30.205451180966552,0.0,151.74,2023,02,10,21600
8721,2023-01-09 11:00:00+01:00,63410.0,3386.0,11945.0,46265.0,13343.0,3395.0,60.40668274505334,9.608853488292704,154.01,2023,01,09,39600
8927,2023-01-18 01:00:00+01:00,63172.0,2806.0,11945.0,45940.0,5249.0,0.0,122.61513197087557,0.0,137.18,2023,01,18,3600
9121,2023-01-26 03:00:00+01:00,64374.0,3386.0,11945.0,45930.0,2888.0,0.0,54.75700928063427,0.0,146.47,2023,01,26,10800
10036,2023-03-06 06:00:00+01:00,63415.0,3386.0,11945.0,38315.0,1578.0,0.0,24.776649348553555,0.0,144.02,2023,03,06,21600
10421,2023-03-22 07:00:00+01:00,52954.0,3386.0,11945.0,38145.0,9472.0,737.0,96.34118632758415,8.903439887485343,97.85,2023,03,22,25200
8625,2023-01-05 11:00:00+01:00,59772.0,2806.0,11945.0,43038.0,4157.0,3401.0,102.47513647110335,17.65204722523221,136.32,2023,01,05,39600
10432,2023-03-22 18:00:00+01:00,50587.0,3386.0,11945.0,38145.0,10152.0,403.0,362.8913213499472,7.285776532569447,97.85,2023,03,22,64800
8800,2023-01-12 18:00:00+01:00,62093.0,3386.0,11945.0,46265.0,14351.0,0.0,31.33519498015669,0.0,163.14,2023,01,12,64800
9292,2023-02-02 06:00:00+01:00,62849.0,2806.0,11945.0,44760.0,5226.0,0.0,102.47252142432524,0.0,120.28,2023,02,02,21600
9339,2023-02-04 05:00:00+01:00,51399.0,3386.0,11945.0,45755.0,2541.0,0.0,30.694414130644912,0.0,120.36,2023,02,04,18000
8748,2023-01-10 14:00:00+01:00,64223.0,3386.0,11945.0,46265.0,12430.0,3202.0,185.07027458764875,47.49299914008648,150.24,2023,01,10,50400
8706,2023-01-08 20:00:00+01:00,52737.0,3386.0,11945.0,45350.0,11689.0,0.0,243.5414292841723,0.0,128.53,2023,01,08,72000
10337,2023-03-18 19:00:00+01:00,50677.0,3386.0,11480.0,37115.0,3086.0,54.0,188.555585253152,2.4999999999999987,125.79,2023,03,18,68400
10503,2023-03-25 17:00:00+01:00,40161.0,3386.0,11945.0,38835.0,9221.0,1954.0,218.43356296268036,41.59451848806491,59.49,2023,03,25,61200
9643,2023-02-16 21:00:00+01:00,57707.0,3386.0,11945.0,44674.0,6750.0,0.0,269.10924789309485,0.0,157.47,2023,02,16,75600
9422,2023-02-07 16:00:00+01:00,63321.0,3386.0,11945.0,46055.0,3512.0,2395.0,107.28520068357189,38.05855972385125,162.09,2023,02,07,57600
10169,2023-03-11 19:00:00+01:00,57267.0,3386.0,11945.0,39815.0,3572.0,0.0,200.284337562915,0.0,153.03,2023,03,11,68400
10450,2023-03-23 12:00:00+01:00,51780.0,3386.0,11945.0,38020.0,10114.0,6310.0,61.26330721122934,141.64460035757594,88.92,2023,03,23,43200
10082,2023-03-08 04:00:00+01:00,52891.0,3386.0,11945.0,38315.0,9159.0,0.0,328.88071719666266,0.0,115.58,2023,03,08,14400
10476,2023-03-24 14:00:00+01:00,49061.0,3386.0,11945.0,38835.0,12917.0,5259.0,60.34359678708755,95.44339252389656,79.1,2023,03,24,50400
9840,2023-02-26 02:00:00+01:00,55327.0,3386.0,11742.0,39180.0,8396.0,0.0,98.6212302641954,0.0,127.09,2023,02,26,7200
8857,2023-01-15 03:00:00+01:00,47752.0,3386.0,11945.0,46265.0,11049.0,0.0,135.08714205176045,0.0,66.36,2023,01,15,10800
9174,2023-01-28 08:00:00+01:00,66480.0,3386.0,11945.0,44846.0,5010.0,283.0,53.59778187781849,7.239371293974797,151.2,2023,01,28,28800
8597,2023-01-04 07:00:00+01:00,58624.0,2806.0,11945.0,42748.0,12869.0,0.0,55.91511423577639,0.0,98.65,2023,01,04,25200
9377,2023-02-05 19:00:00+01:00,61650.0,3386.0,11945.0,46830.0,7222.0,0.0,99.53375434478625,0.0,169.09,2023,02,05,68400
9340,2023-02-04 06:00:00+01:00,53063.0,3386.0,11945.0,45755.0,2471.0,0.0,36.8567266676463,0.0,125.41,2023,02,04,21600
8713,2023-01-09 03:00:00+01:00,46297.0,3386.0,11945.0,45350.0,14300.0,0.0,57.86698743924768,0.0,67.0,2023,01,09,10800
9065,2023-01-23 19:00:00+01:00,80495.0,2806.0,11945.0,43630.0,7349.0,0.0,154.1989026786559,0.0,247.98,2023,01,23,68400
8844,2023-01-14 14:00:00+01:00,53569.0,3386.0,11945.0,46265.0,14621.0,3276.0,68.47546194724757,61.32099726751342,113.04,2023,01,14,50400
9523,2023-02-11 21:00:00+01:00,60280.0,3386.0,11945.0,44480.0,2227.0,0.0,61.25421268311722,0.0,174.72,2023,02,11,75600
9152,2023-01-27 10:00:00+01:00,78060.0,3326.0,11945.0,44655.0,7334.0,2242.0,45.52845120670202,44.55795961111644,197.14,2023,01,27,36000
10452,2023-03-23 14:00:00+01:00,49132.0,3386.0,11945.0,38020.0,10443.0,5853.0,113.36106927046868,35.2470274090802,79.02,2023,03,23,50400
9389,2023-02-06 07:00:00+01:00,68392.0,3386.0,11945.0,44822.0,4919.0,61.0,146.26245547765478,7.7126710105933505,175.65,2023,02,06,25200
10445,2023-03-23 07:00:00+01:00,50130.0,3386.0,11945.0,38020.0,9570.0,511.0,20.23973959376785,23.03847307939627,94.47,2023,03,23,25200
8894,2023-01-16 16:00:00+01:00,63869.0,3386.0,11945.0,47760.0,12328.0,676.0,981.1317189857842,36.38641818826669,133.57,2023,01,16,57600
