,DELIVERY_START,load_forecast,coal_power_available,gas_power_available,nucelear_power_available,wind_power_forecasts_average,solar_power_forecasts_average,wind_power_forecasts_std,solar_power_forecasts_std,predicted_spot_price,year,month,day,seconds
9127,2023-01-26 09:00:00+01:00,78022.0,3126.0,11945.0,45930.0,4851.0,1167.0,72.88284089367005,16.030200256435936,206.55,2023,01,26,32400
8790,2023-01-12 08:00:00+01:00,63862.0,3386.0,11945.0,46265.0,14575.0,165.0,51.514576907773446,8.01142974355688,156.68,2023,01,12,28800
8772,2023-01-11 14:00:00+01:00,60739.0,3386.0,11945.0,46265.0,10365.0,3014.0,40.70987739661025,30.99868224059852,142.43,2023,01,11,50400
9844,2023-02-26 06:00:00+01:00,53167.0,3386.0,11742.0,39180.0,8886.0,0.0,56.31972802407602,0.0,110.6,2023,02,26,21600
8816,2023-01-13 10:00:00+01:00,63017.0,3386.0,11945.0,46265.0,12693.0,2043.0,63.82157010335548,27.88731995691018,152.87,2023,01,13,36000
9331,2023-02-03 21:00:00+01:00,60233.0,3386.0,11945.0,46955.0,3423.0,0.0,166.25960528404497,0.0,172.75,2023,02,03,75600
9190,2023-01-29 00:00:00+01:00,67309.0,3386.0,11945.0,44845.0,2736.0,0.0,15.867095067539974,0.0,144.21,2023,01,29,0
10056,2023-03-07 02:00:00+01:00,59327.0,3386.0,11945.0,38315.0,5717.0,0.0,68.35071514942562,0.0,130.78,2023,03,07,7200
8896,2023-01-16 18:00:00+01:00,70250.0,3386.0,11945.0,47760.0,9701.0,0.0,1026.8982527147325,0.0,159.39,2023,01,16,64800
9121,2023-01-26 03:00:00+01:00,64374.0,3386.0,11945.0,45930.0,2888.0,0.0,54.75700928063427,0.0,146.47,2023,01,26,10800
9607,2023-02-15 09:00:00+01:00,71760.0,3386.0,11945.0,45090.0,3557.0,2774.0,51.59178634531517,14.520776190564664,187.54,2023,02,15,32400
8796,2023-01-12 14:00:00+01:00,60017.0,3386.0,11945.0,46265.0,14703.0,2709.0,31.563454088342635,14.949151286377644,140.4,2023,01,12,50400
10496,2023-03-25 10:00:00+01:00,45154.0,3386.0,11360.0,37505.0,12877.0,6322.0,49.42254784300438,57.09766887404173,76.07,2023,03,25,36000
8835,2023-01-14 05:00:00+01:00,47742.0,3386.0,11945.0,46265.0,11430.0,0.0,124.75900952442768,0.0,72.78,2023,01,14,18000
9465,2023-02-09 11:00:00+01:00,74498.0,3386.0,11945.0,47585.0,1024.0,7156.0,15.952134284643314,81.05811680919794,165.67,2023,02,09,39600
9479,2023-02-10 01:00:00+01:00,65877.0,3386.0,11742.0,46655.0,972.0,0.0,16.490837226117478,0.0,162.63,2023,02,10,3600
9768,2023-02-22 02:00:00+01:00,53176.0,3386.0,11945.0,42615.0,2567.0,0.0,102.31726896966998,0.0,132.77,2023,02,22,7200
9937,2023-03-02 03:00:00+01:00,62548.0,3386.0,11945.0,39615.0,4229.0,0.0,27.75146466134118,0.0,134.58,2023,03,02,10800
10473,2023-03-24 11:00:00+01:00,51390.0,3386.0,11945.0,38835.0,11971.0,4966.0,79.2731688159218,43.60113328262703,95.99,2023,03,24,39600
9934,2023-03-02 00:00:00+01:00,64925.0,3386.0,11950.0,39615.0,4657.0,0.0,104.71979418485152,0.0,143.14,2023,03,02,0
8618,2023-01-05 04:00:00+01:00,45186.0,2806.0,11945.0,42683.0,9219.0,0.0,56.47502195285258,0.0,73.37,2023,01,05,14400
10561,2023-03-28 04:00:00+02:00,46798.0,3386.0,11952.0,36990.0,3242.0,0.0,106.722779358424,0.0,104.02,2023,03,28,14400
9464,2023-02-09 10:00:00+01:00,76935.0,3386.0,11945.0,47500.0,1124.0,5425.0,9.999346383867987,36.31529503659281,178.49,2023,02,09,36000
8729,2023-01-09 19:00:00+01:00,67106.0,3386.0,11945.0,46265.0,11470.0,0.0,155.85050580197182,0.0,168.42,2023,01,09,68400
9616,2023-02-15 18:00:00+01:00,62798.0,3386.0,11945.0,45090.0,2445.0,190.0,144.18417179713393,7.256469472570603,165.25,2023,02,15,64800
8968,2023-01-19 18:00:00+01:00,75798.0,2806.0,11480.0,44445.0,1374.0,0.0,75.12408782426948,0.0,192.42,2023,01,19,64800
9488,2023-02-10 10:00:00+01:00,74434.0,3386.0,11742.0,46655.0,1261.0,5368.0,82.54410585720039,9.983646759294771,182.67,2023,02,10,36000
8719,2023-01-09 09:00:00+01:00,62996.0,3386.0,11945.0,46265.0,13007.0,935.0,148.37306143460438,28.30881291910508,162.97,2023,01,09,32400
8573,2023-01-03 07:00:00+01:00,56983.0,3386.0,11945.0,42390.0,4847.0,0.0,41.22804426585026,0.0,140.75,2023,01,03,25200
9680,2023-02-18 10:00:00+01:00,53153.0,2226.0,11945.0,42275.0,6933.0,4829.0,220.8645815849449,63.56585283828735,131.82,2023,02,18,36000
9918,2023-03-01 08:00:00+01:00,76592.0,3386.0,11950.0,39615.0,6163.0,1727.0,62.34712021170516,6.266677096361734,184.17,2023,03,01,28800
9539,2023-02-12 13:00:00+01:00,56866.0,3386.0,11945.0,44480.0,1584.0,8538.0,29.764873801484555,63.28762540506305,126.07,2023,02,12,46800
10461,2023-03-23 23:00:00+01:00,46815.0,3386.0,11945.0,39350.0,12755.0,0.0,102.85355593392984,0.0,106.54,2023,03,23,82800
8687,2023-01-08 01:00:00+01:00,49475.0,3386.0,11945.0,45350.0,10478.0,0.0,25.55322524186404,0.0,75.25,2023,01,08,3600
9456,2023-02-09 02:00:00+01:00,66346.0,3386.0,11945.0,46170.0,1749.0,0.0,26.593834363321584,0.0,148.69,2023,02,09,7200
9700,2023-02-19 06:00:00+01:00,43886.0,3386.0,11945.0,42165.0,5020.0,0.0,161.13012846967382,0.0,90.11,2023,02,19,21600
9603,2023-02-15 05:00:00+01:00,59352.0,3386.0,11945.0,45090.0,3607.0,0.0,17.6301880140787,0.0,124.35,2023,02,15,18000
8986,2023-01-20 12:00:00+01:00,76404.0,1646.0,11945.0,44370.0,3176.0,5596.0,112.81572979371666,33.508559047082045,195.75,2023,01,20,43200
9494,2023-02-10 16:00:00+01:00,63037.0,3386.0,11945.0,46655.0,1208.0,3041.0,35.89697559882805,66.04204408785061,144.53,2023,02,10,57600
8939,2023-01-18 13:00:00+01:00,71865.0,2806.0,11945.0,45940.0,3622.0,4964.0,43.75048085636799,111.18517792785887,169.19,2023,01,18,46800
10055,2023-03-07 01:00:00+01:00,59706.0,3386.0,11945.0,38315.0,5834.0,0.0,17.10138931022497,0.0,133.26,2023,03,07,3600
10328,2023-03-18 10:00:00+01:00,48171.0,3386.0,11480.0,37115.0,5980.0,5585.0,112.12342930312457,45.34591088496175,87.86,2023,03,18,36000
8962,2023-01-19 12:00:00+01:00,76304.0,2806.0,11480.0,44445.0,2491.0,4167.0,95.72871527449053,76.23570261328476,180.29,2023,01,19,43200
9807,2023-02-23 17:00:00+01:00,56560.0,3386.0,11945.0,43495.0,3764.0,560.0,184.7242389196516,18.78066804092688,148.99,2023,02,23,61200
9194,2023-01-29 04:00:00+01:00,61510.0,3386.0,11945.0,44845.0,1969.0,0.0,15.362291495737246,0.0,126.67,2023,01,29,14400
9032,2023-01-22 10:00:00+01:00,70959.0,2226.0,11945.0,43630.0,5279.0,3031.0,163.04377093845093,44.77262819283819,165.13,2023,01,22,36000
9782,2023-02-22 16:00:00+01:00,55753.0,3386.0,11945.0,43510.0,2043.0,1322.0,182.64463718396863,39.93132994418175,144.77,2023,02,22,57600
10082,2023-03-08 04:00:00+01:00,52891.0,3386.0,11945.0,38315.0,9159.0,0.0,328.88071719666266,0.0,115.58,2023,03,08,14400
9326,2023-02-03 16:00:00+01:00,59633.0,3386.0,11945.0,46955.0,4321.0,2210.0,81.87305310904698,59.3589564790832,141.23,2023,02,03,57600
9820,2023-02-25 06:00:00+01:00,51247.0,3386.0,11945.0,40160.0,3356.0,0.0,41.6745874824221,0.0,115.87,2023,02,25,21600
10598,2023-03-29 17:00:00+02:00,46416.0,3386.0,11952.0,36990.0,6117.0,4562.0,215.31759304110696,27.465938501674167,92.14,2023,03,29,61200
10286,2023-03-16 16:00:00+01:00,48051.0,3386.0,11945.0,38315.0,5453.0,5251.0,202.38089775909648,22.14167943616673,95.87,2023,03,16,57600
9542,2023-02-12 16:00:00+01:00,49924.0,3386.0,11945.0,44480.0,1643.0,3389.0,85.44598219352302,61.974649195111546,119.64,2023,02,12,57600
10106,2023-03-09 04:00:00+01:00,45558.0,3386.0,11945.0,38315.0,13188.0,0.0,72.34006474506572,0.0,101.65,2023,03,09,14400
9518,2023-02-11 16:00:00+01:00,53877.0,3386.0,11945.0,44480.0,1024.0,3216.0,75.68831240634614,98.28602574701476,124.72,2023,02,11,57600
9086,2023-01-24 16:00:00+01:00,70693.0,3186.0,11945.0,43630.0,3565.0,1403.0,67.92100920969507,19.14049973638964,207.1,2023,01,24,57600
9135,2023-01-26 17:00:00+01:00,74352.0,3386.0,11945.0,45930.0,6205.0,319.0,423.1187007455882,8.901043277536134,174.63,2023,01,26,61200
8726,2023-01-09 16:00:00+01:00,60270.0,3386.0,11945.0,46265.0,13016.0,919.0,145.75971475151997,17.033766651836256,154.76,2023,01,09,57600
9098,2023-01-25 04:00:00+01:00,63159.0,3256.0,11945.0,43525.0,2256.0,0.0,52.60821402601037,0.0,151.71,2023,01,25,14400
8859,2023-01-15 05:00:00+01:00,46195.0,3386.0,11945.0,46265.0,11812.0,0.0,157.1620557409004,0.0,42.42,2023,01,15,18000
8864,2023-01-15 10:00:00+01:00,53312.0,3386.0,11945.0,46265.0,13626.0,2012.0,81.81888574992637,13.76898570411997,113.27,2023,01,15,36000
10060,2023-03-07 06:00:00+01:00,64061.0,3386.0,11945.0,38315.0,5284.0,0.0,55.854385846598,0.0,127.87,2023,03,07,21600
9253,2023-01-31 15:00:00+01:00,67786.0,2806.0,11945.0,45240.0,5446.0,2997.0,210.61086323902128,116.329372971202,152.7,2023,01,31,54000
8767,2023-01-11 09:00:00+01:00,63959.0,3386.0,11945.0,46265.0,8164.0,802.0,332.4195563409415,5.88117635291771,157.5,2023,01,11,32400
10474,2023-03-24 12:00:00+01:00,51165.0,3386.0,11945.0,38835.0,12391.0,5375.0,76.42470342839209,110.07068436034834,87.96,2023,03,24,43200
10108,2023-03-09 06:00:00+01:00,52087.0,3386.0,11945.0,38315.0,12279.0,0.0,206.10198788891972,0.0,108.09,2023,03,09,21600
10171,2023-03-11 21:00:00+01:00,52435.0,3386.0,11945.0,39815.0,4229.0,0.0,290.25609382061214,0.0,145.12,2023,03,11,75600
9037,2023-01-22 15:00:00+01:00,65226.0,2806.0,11945.0,43630.0,4913.0,2796.0,223.8579251108177,95.82170943998024,149.09,2023,01,22,54000
10153,2023-03-11 03:00:00+01:00,48212.0,3386.0,11945.0,38315.0,3187.0,0.0,62.14551761371957,0.0,119.48,2023,03,11,10800
9230,2023-01-30 16:00:00+01:00,68863.0,2806.0,11945.0,43950.0,3988.0,1513.0,114.25663122015143,27.79528337286347,149.88,2023,01,30,57600
8671,2023-01-07 09:00:00+01:00,54252.0,2806.0,11945.0,44440.0,11397.0,1027.0,158.08528557819625,9.451112601792657,144.57,2023,01,07,32400
10062,2023-03-07 08:00:00+01:00,69818.0,3386.0,11945.0,38315.0,5341.0,1589.0,88.38716450748511,28.11507631751811,162.14,2023,03,07,28800
9631,2023-02-16 09:00:00+01:00,68075.0,3386.0,11945.0,44674.0,3851.0,2631.0,93.23839709481524,68.79573345183874,183.73,2023,02,16,32400
8706,2023-01-08 20:00:00+01:00,52737.0,3386.0,11945.0,45350.0,11689.0,0.0,243.5414292841723,0.0,128.53,2023,01,08,72000
8689,2023-01-08 03:00:00+01:00,46076.0,3386.0,11945.0,45350.0,10308.0,0.0,211.94946370160545,0.0,66.6,2023,01,08,10800
8577,2023-01-03 11:00:00+01:00,59744.0,3386.0,11945.0,42390.0,5746.0,3373.0,83.51558501966257,68.79364330719147,168.55,2023,01,03,39600
10490,2023-03-25 04:00:00+01:00,38288.0,3386.0,11360.0,37505.0,13457.0,0.0,23.880147359438908,0.0,52.21,2023,03,25,14400
9334,2023-02-04 00:00:00+01:00,57787.0,3386.0,11945.0,45855.0,2864.0,0.0,25.775361899413724,0.0,141.07,2023,02,04,0
9033,2023-01-22 11:00:00+01:00,72279.0,2226.0,11945.0,43630.0,5192.0,4362.0,198.9893500615268,63.73248830352985,173.81,2023,01,22,39600
9635,2023-02-16 13:00:00+01:00,63054.0,3386.0,11945.0,44674.0,4103.0,6864.0,232.957175789101,136.2622063849289,138.92,2023,02,16,46800
8868,2023-01-15 14:00:00+01:00,51558.0,3386.0,11945.0,46265.0,15066.0,3384.0,75.42810280532272,31.852601703693413,99.65,2023,01,15,50400
8737,2023-01-10 03:00:00+01:00,53421.0,3386.0,11945.0,46265.0,7390.0,0.0,31.712969244469395,0.0,100.95,2023,01,10,10800
8802,2023-01-12 20:00:00+01:00,59639.0,3386.0,11945.0,46265.0,14017.0,0.0,74.4657159848935,0.0,170.82,2023,01,12,72000
9905,2023-02-28 19:00:00+01:00,74339.0,3386.0,11950.0,39615.0,5462.0,0.0,294.4535253166931,0.0,195.71,2023,02,28,68400
9379,2023-02-05 21:00:00+01:00,58539.0,3386.0,11945.0,46830.0,7833.0,0.0,185.6685218339392,0.0,163.41,2023,02,05,75600
9365,2023-02-05 07:00:00+01:00,51274.0,3386.0,11945.0,46830.0,3923.0,24.0,112.1170606737332,1.1490262999202834,113.49,2023,02,05,25200
9214,2023-01-30 00:00:00+01:00,64349.0,2806.0,11945.0,44430.0,5013.0,0.0,58.57069355736559,0.0,138.36,2023,01,30,0
10427,2023-03-22 13:00:00+01:00,51266.0,3386.0,11945.0,38145.0,10229.0,7288.0,66.54341548035269,156.83582857301172,83.33,2023,03,22,46800
9294,2023-02-02 08:00:00+01:00,70650.0,2806.0,11945.0,44760.0,5000.0,492.0,137.12891696969348,6.492076618735275,165.0,2023,02,02,28800
9382,2023-02-06 00:00:00+01:00,57569.0,3386.0,11945.0,44822.0,7140.0,0.0,134.90365722257582,0.0,135.3,2023,02,06,0
8575,2023-01-03 09:00:00+01:00,59973.0,3386.0,11945.0,42390.0,5216.0,885.0,80.9000836180763,15.483598744005224,196.39,2023,01,03,32400
10433,2023-03-22 19:00:00+01:00,54233.0,3386.0,11945.0,38145.0,10520.0,65.0,411.6084930942267,3.660492637502,115.13,2023,03,22,68400
10456,2023-03-23 18:00:00+01:00,48347.0,3386.0,11945.0,39350.0,10633.0,329.0,151.86637819279514,12.776808106754402,109.5,2023,03,23,64800
9829,2023-02-25 15:00:00+01:00,52327.0,3386.0,11945.0,41055.0,7371.0,3893.0,297.27958087690627,233.3712078104764,110.65,2023,02,25,54000
9336,2023-02-04 02:00:00+01:00,55747.0,3386.0,11945.0,45755.0,2655.0,0.0,41.60666267660709,0.0,131.83,2023,02,04,7200
10063,2023-03-07 09:00:00+01:00,69395.0,3386.0,11945.0,38315.0,5607.0,3288.0,60.3517196553625,59.300828285059765,170.97,2023,03,07,32400
8725,2023-01-09 15:00:00+01:00,61190.0,3386.0,11945.0,46265.0,13412.0,2186.0,143.36954138458142,25.516505706935217,149.57,2023,01,09,54000
9624,2023-02-16 02:00:00+01:00,56968.0,3386.0,11945.0,44674.0,3752.0,0.0,156.38875015956404,0.0,137.68,2023,02,16,7200
9786,2023-02-22 20:00:00+01:00,59291.0,3386.0,11945.0,43510.0,1676.0,0.0,192.9637682908785,0.0,180.77,2023,02,22,72000
8867,2023-01-15 13:00:00+01:00,53417.0,3386.0,11945.0,46265.0,15167.0,3925.0,86.23514364805182,8.868686191947665,111.93,2023,01,15,46800
10424,2023-03-22 10:00:00+01:00,53795.0,3386.0,11945.0,38145.0,10016.0,6555.0,87.54309862945831,35.48156107713676,107.86,2023,03,22,36000
10034,2023-03-06 04:00:00+01:00,54952.0,3386.0,11945.0,38315.0,1498.0,0.0,20.24627779879262,0.0,140.16,2023,03,06,14400
8943,2023-01-18 17:00:00+01:00,71728.0,2806.0,11945.0,45940.0,4233.0,300.0,82.41792454141486,4.745841956177601,166.61,2023,01,18,61200
9332,2023-02-03 22:00:00+01:00,60016.0,3386.0,11945.0,46955.0,3235.0,0.0,191.016046861854,0.0,151.42,2023,02,03,79200
9900,2023-02-28 14:00:00+01:00,67012.0,3386.0,11747.0,39615.0,7879.0,6253.0,93.42495502927594,217.22143907720357,132.72,2023,02,28,50400
9996,2023-03-04 14:00:00+01:00,55636.0,3386.0,11945.0,38081.0,2876.0,7007.0,38.3913882636517,127.15166436832068,121.78,2023,03,04,50400
9076,2023-01-24 06:00:00+01:00,72023.0,2606.0,11945.0,43630.0,6053.0,0.0,117.67759489329023,0.0,155.97,2023,01,24,21600
10124,2023-03-09 22:00:00+01:00,51695.0,3386.0,11945.0,39815.0,13458.0,0.0,190.7025170258637,0.0,124.86,2023,03,09,79200
10452,2023-03-23 14:00:00+01:00,49132.0,3386.0,11945.0,38020.0,10443.0,5853.0,113.36106927046868,35.2470274090802,79.02,2023,03,23,50400
9511,2023-02-11 09:00:00+01:00,67587.0,3386.0,11945.0,44480.0,1642.0,3094.0,19.482269465578455,16.367910579301963,156.01,2023,02,11,32400
9286,2023-02-02 00:00:00+01:00,60972.0,2806.0,11945.0,44510.0,6437.0,0.0,73.31062482627088,0.0,138.16,2023,02,02,0
8808,2023-01-13 02:00:00+01:00,51864.0,3386.0,11945.0,46265.0,12737.0,0.0,59.42590267296559,0.0,85.18,2023,01,13,7200
8812,2023-01-13 06:00:00+01:00,55721.0,3386.0,11945.0,46265.0,12888.0,0.0,59.904308223957,0.0,78.88,2023,01,13,21600
9375,2023-02-05 17:00:00+01:00,53006.0,3386.0,11945.0,46830.0,6769.0,687.0,154.11173796235553,37.13880391588453,118.75,2023,02,05,61200
9017,2023-01-21 19:00:00+01:00,72288.0,2806.0,11945.0,43630.0,7196.0,0.0,366.5809975677651,0.0,186.55,2023,01,21,68400
9620,2023-02-15 22:00:00+01:00,59552.0,3386.0,11945.0,45090.0,4012.0,0.0,245.7769588306917,0.0,152.09,2023,02,15,79200
9519,2023-02-11 17:00:00+01:00,55381.0,3386.0,11945.0,44480.0,1148.0,1030.0,83.69344572392072,25.54547765400813,131.41,2023,02,11,61200
9560,2023-02-13 10:00:00+01:00,71511.0,2806.0,11945.0,44470.0,2002.0,6089.0,41.00904571024974,30.81979034847877,187.08,2023,02,13,36000
10442,2023-03-23 04:00:00+01:00,40486.0,3386.0,11945.0,38020.0,10488.0,0.0,51.365154384731625,0.0,68.77,2023,03,23,14400
9010,2023-01-21 12:00:00+01:00,71238.0,2226.0,11945.0,43630.0,5680.0,5395.0,234.19273108727745,32.72523760754965,158.93,2023,01,21,43200
8894,2023-01-16 16:00:00+01:00,63869.0,3386.0,11945.0,47760.0,12328.0,676.0,981.1317189857842,36.38641818826669,133.57,2023,01,16,57600
9224,2023-01-30 10:00:00+01:00,76054.0,2806.0,11945.0,44430.0,6206.0,3143.0,24.52609654561222,13.25319051487339,177.03,2023,01,30,36000
9118,2023-01-26 00:00:00+01:00,68125.0,3386.0,11945.0,45930.0,2342.0,0.0,80.68005479565603,0.0,163.0,2023,01,26,0
9316,2023-02-03 06:00:00+01:00,62242.0,3386.0,11945.0,46955.0,5026.0,0.0,143.75423835752338,0.0,120.11,2023,02,03,21600
9352,2023-02-04 18:00:00+01:00,59502.0,3386.0,11945.0,46135.0,2517.0,104.0,57.5415377916559,4.607447387499003,159.61,2023,02,04,64800
9341,2023-02-04 07:00:00+01:00,55162.0,3386.0,11945.0,45755.0,2390.0,22.0,35.31205426579691,1.8230549667425555,133.69,2023,02,04,25200
9541,2023-02-12 15:00:00+01:00,51410.0,3386.0,11945.0,44480.0,1649.0,6081.0,102.56300812144993,87.25806916796033,112.18,2023,02,12,54000
9376,2023-02-05 18:00:00+01:00,59130.0,3386.0,11945.0,46830.0,6827.0,131.0,98.69009937316837,7.0867375243828405,145.17,2023,02,05,64800
9213,2023-01-29 23:00:00+01:00,66737.0,3386.0,11945.0,44845.0,4628.0,0.0,94.05808320326877,0.0,148.0,2023,01,29,82800
9521,2023-02-11 19:00:00+01:00,63877.0,3386.0,11945.0,44480.0,1789.0,0.0,70.50968637723385,0.0,174.42,2023,02,11,68400
10480,2023-03-24 18:00:00+01:00,48817.0,3386.0,11945.0,38835.0,13040.0,494.0,86.57309967479242,6.641081858701076,105.57,2023,03,24,64800
9028,2023-01-22 06:00:00+01:00,62404.0,2226.0,11945.0,43630.0,5342.0,0.0,62.72079952304872,0.0,130.69,2023,01,22,21600
9834,2023-02-25 20:00:00+01:00,56716.0,3386.0,11945.0,41055.0,7708.0,0.0,171.71338245543248,0.0,158.16,2023,02,25,72000
9219,2023-01-30 05:00:00+01:00,62819.0,2806.0,11945.0,44430.0,6294.0,0.0,21.645691204311703,0.0,99.33,2023,01,30,18000
8783,2023-01-12 01:00:00+01:00,53207.0,3386.0,11945.0,46265.0,13838.0,0.0,50.13071149798345,0.0,98.14,2023,01,12,3600
10149,2023-03-10 23:00:00+01:00,56074.0,3386.0,11945.0,39625.0,3382.0,0.0,371.5018457942997,0.0,120.66,2023,03,10,82800
8973,2023-01-19 23:00:00+01:00,68974.0,2806.0,11945.0,44445.0,2068.0,0.0,262.5887771269288,0.0,159.48,2023,01,19,82800
9292,2023-02-02 06:00:00+01:00,62849.0,2806.0,11945.0,44760.0,5226.0,0.0,102.47252142432524,0.0,120.28,2023,02,02,21600
9884,2023-02-27 22:00:00+01:00,65221.0,3386.0,11742.0,39615.0,8655.0,0.0,156.5667200113928,0.0,161.32,2023,02,27,79200
9304,2023-02-02 18:00:00+01:00,69232.0,2806.0,11945.0,45670.0,5213.0,95.0,72.36762408614105,3.63012090401653,173.64,2023,02,02,64800
10597,2023-03-29 16:00:00+02:00,47624.0,3386.0,11952.0,36990.0,5499.0,6536.0,224.63677030136608,53.22834905252203,92.86,2023,03,29,57600
9776,2023-02-22 10:00:00+01:00,62286.0,3386.0,11945.0,42615.0,2489.0,2113.0,172.5160596862599,85.13758568770926,165.62,2023,02,22,36000
10471,2023-03-24 09:00:00+01:00,51797.0,3386.0,11945.0,39350.0,11013.0,3229.0,75.8141863352314,18.008077345269317,113.09,2023,03,24,32400
9279,2023-02-01 17:00:00+01:00,64897.0,3386.0,11945.0,46514.0,7226.0,566.0,124.69729697557962,5.124094964610733,138.25,2023,02,01,61200
9789,2023-02-22 23:00:00+01:00,55874.0,3386.0,11945.0,43495.0,1541.0,0.0,204.72884893756824,0.0,146.28,2023,02,22,82800
9329,2023-02-03 19:00:00+01:00,66366.0,3386.0,11945.0,46955.0,3715.0,0.0,99.53907663715694,0.0,175.48,2023,02,03,68400
8667,2023-01-07 05:00:00+01:00,45849.0,2806.0,11945.0,44440.0,8616.0,0.0,173.9733376762713,0.0,84.49,2023,01,07,18000
10130,2023-03-10 04:00:00+01:00,45558.0,3386.0,11945.0,38125.0,12899.0,0.0,86.10815512531236,0.0,90.9,2023,03,10,14400
9890,2023-02-28 04:00:00+01:00,60660.0,3386.0,11747.0,39615.0,7290.0,0.0,73.44065231031571,0.0,132.24,2023,02,28,14400
8743,2023-01-10 09:00:00+01:00,67964.0,3386.0,11945.0,46265.0,7537.0,995.0,247.96682389310493,8.27331326726489,182.09,2023,01,10,32400
9985,2023-03-04 03:00:00+01:00,56826.0,3386.0,11945.0,37400.0,3620.0,0.0,29.722023699783147,0.0,145.44,2023,03,04,10800
8739,2023-01-10 05:00:00+01:00,55412.0,3386.0,11945.0,46265.0,6669.0,0.0,106.97767160591114,0.0,90.05,2023,01,10,18000
9029,2023-01-22 07:00:00+01:00,63877.0,2226.0,11945.0,43630.0,5422.0,0.0,63.23955905970039,0.0,136.7,2023,01,22,25200
9815,2023-02-25 01:00:00+01:00,53982.0,3386.0,11945.0,40160.0,3281.0,0.0,67.30342958562306,0.0,141.8,2023,02,25,3600
10167,2023-03-11 17:00:00+01:00,51264.0,3386.0,11945.0,38905.0,3306.0,1045.0,123.2812856715305,45.33752040311117,119.75,2023,03,11,61200
10024,2023-03-05 18:00:00+01:00,56006.0,3386.0,11945.0,38315.0,1057.0,302.0,17.153092182710733,5.8064004094004575,146.47,2023,03,05,64800
9567,2023-02-13 17:00:00+01:00,59576.0,2806.0,11945.0,44470.0,1615.0,1202.0,63.16921090491167,18.524693943876134,165.75,2023,02,13,61200
8819,2023-01-13 13:00:00+01:00,59774.0,3386.0,11945.0,46265.0,13223.0,4521.0,69.76920402344672,29.549559566738488,133.77,2023,01,13,46800
8640,2023-01-06 02:00:00+01:00,49673.0,2806.0,11945.0,43918.0,6208.0,0.0,104.76185255919252,0.0,98.33,2023,01,06,7200
8791,2023-01-12 09:00:00+01:00,63792.0,3386.0,11945.0,46265.0,14539.0,797.0,59.60973294217956,8.059622592892895,170.11,2023,01,12,32400
8611,2023-01-04 21:00:00+01:00,54269.0,2806.0,11945.0,42748.0,11425.0,0.0,196.07485612987,0.0,135.39,2023,01,04,75600
8786,2023-01-12 04:00:00+01:00,49312.0,3386.0,11945.0,46265.0,14448.0,0.0,28.68518553680646,0.0,66.77,2023,01,12,14400
9081,2023-01-24 11:00:00+01:00,78965.0,3186.0,11945.0,43630.0,4970.0,4241.0,73.42213874245564,43.20206361568403,231.3,2023,01,24,39600
10306,2023-03-17 12:00:00+01:00,52871.0,3086.0,11945.0,38315.0,6750.0,7054.0,174.84252485231391,48.86144877580503,93.27,2023,03,17,43200
9460,2023-02-09 06:00:00+01:00,71189.0,3386.0,11945.0,47500.0,1354.0,0.0,14.801629481044282,0.0,144.59,2023,02,09,21600
8665,2023-01-07 03:00:00+01:00,46645.0,2806.0,11945.0,44440.0,7725.0,0.0,71.21258334131552,0.0,99.93,2023,01,07,10800
9578,2023-02-14 04:00:00+01:00,59122.0,3386.0,11945.0,44470.0,2158.0,0.0,40.70333448144626,0.0,139.72,2023,02,14,14400
10081,2023-03-08 03:00:00+01:00,54164.0,3386.0,11945.0,38315.0,8566.0,0.0,325.42089889542814,0.0,119.54,2023,03,08,10800
8655,2023-01-06 17:00:00+01:00,55553.0,2806.0,11945.0,44440.0,5343.0,195.0,96.43265599814808,4.857983120596452,136.43,2023,01,06,61200
8854,2023-01-15 00:00:00+01:00,51945.0,3386.0,11945.0,46265.0,10964.0,0.0,375.1139129816677,0.0,115.31,2023,01,15,0
9031,2023-01-22 09:00:00+01:00,68815.0,2226.0,11945.0,43630.0,5315.0,1435.0,79.60427042113427,11.178878309626535,155.48,2023,01,22,32400
9215,2023-01-30 01:00:00+01:00,63243.0,2806.0,11945.0,44430.0,5395.0,0.0,89.44025281454351,0.0,128.82,2023,01,30,3600
9613,2023-02-15 15:00:00+01:00,58283.0,3386.0,11945.0,45090.0,1409.0,5601.0,150.78944639084375,116.11730521945762,128.74,2023,02,15,54000
9846,2023-02-26 08:00:00+01:00,56441.0,3386.0,11742.0,39180.0,9740.0,1741.0,143.32034824902644,9.97791679306918,120.54,2023,02,26,28800
9772,2023-02-22 06:00:00+01:00,56142.0,3386.0,11945.0,42615.0,2530.0,0.0,189.9315322112276,0.0,129.35,2023,02,22,21600
9973,2023-03-03 15:00:00+01:00,60018.0,3226.0,11945.0,39615.0,3827.0,5490.0,189.72498894075983,115.36909368534396,134.75,2023,03,03,54000
9755,2023-02-21 13:00:00+01:00,58005.0,3386.0,11945.0,43055.0,905.0,6337.0,5.248404675135746,56.41188397487496,129.24,2023,02,21,46800
9688,2023-02-18 18:00:00+01:00,49888.0,2226.0,11945.0,42275.0,6071.0,133.0,65.94066597003274,7.874328035890212,119.25,2023,02,18,64800
8804,2023-01-12 22:00:00+01:00,55867.0,3386.0,11945.0,46265.0,13304.0,0.0,103.31084240644894,0.0,139.79,2023,01,12,79200
